"","ACK_ID","PLAN_YEAR_BEGIN_DATE","PLAN_YEAR_END_DATE","PLAN_NAME","PLAN_EFFECTIVE_DATE","PLAN_TYPE","SPONSOR_NAME","SPONSOR_STATE","SPONSOR_EIN","BUSINESS_CODE","TOTAL_ACCBAL_PARTCP_BOY","TOTAL_ACCBAL_PARTCP_EOY","TOTAL_CONTRIB_PARTCP_BOY","TOTAL_CONTRIB_PARTCP_EOY","TOTAL_CONTRIB_EMPLR_BOY","TOTAL_CONTRIB_EMPLR_EOY","TOTAL_LOANS_BOY","TOTAL_LOANS_EOY","TOTAL_ASSETS_BOY","TOTAL_ASSETS_EOY","INDUSTRY_TITLE"
"86","20240628131734NAL0000416083001","2023-01-01","2023-12-31","EDESIA INC. RETIREMENT SAVINGS PLAN","2011-01-01","2E2G2K2M2S2T3D","EDESIA, INC.","RI",260359866,624200,147,180,13411,16940,16277,16977,85122,84084,6357595,7374006,"Community food and housing, and emergency and other relief services"
"87","20240709085153NAL0020641440001","2023-01-01","2023-12-31","PREMCOR RETIREMENT SAVINGS PLAN","1989-01-01","2F2G2J2K2T3F3H","VALERO ENERGY CORPORATION","TX",741828067,324110,1050,1067,347272,3162,584447,206204,5093613,5450383,260580382,297133679,"Petroleum refineries"
"88","20240710150903NAL0008729571001","2023-01-01","2023-12-31","AUTO-OWNERS INSURANCE COMPANY RETIREMENT SAVINGS PLAN","2008-01-01","2E2F2G2J2K2S2T","AUTO-OWNERS INSURANCE COMPANY","MI",380315280,524150,8251,8582,7302,4131,4489,1765,35585,7519,672249956,772874102,"Direct insurance carriers agencies and brokerages"
"89","20240627164753NAL0006517795001","2023-01-01","2023-12-31","RENASANT BANK 401(K) PLAN","1997-01-01","2E2H2J2K2S2T3H","RENASANT BANK","MS",640220550,522110,3081,3073,222425,231713,121486,122909,3653121,3907643,260604454,295641695,"Commercial banking"
"90","20240627164910NAL0011615937001","2023-01-01","2023-12-31","THE NORTHERN TRUST COMPANY THRIFT-INCENTIVE PLAN","1958-04-01","2E2F2G2J2K2O2S2T3H","THE NORTHERN TRUST COMPANY","IL",361561860,522110,14014,14010,3647866,2957,1603410,1632532,24541496,25247003,2524064139,2921359623,"Commercial banking"
"91","20240628053021NAL0000155409001","2023-01-01","2023-12-31","NEW YORK FOUNDATION FOR SENIOR CITIZENS 401(K) PLAN","2002-10-01","2E2F2G2J2K2T3D3H","NEW YORK FOUNDATION FOR SENIOR C","NY",132618568,624100,128,134,13541,15070,1462,1028,129133,117738,4090610,5334370,"Individual and family services"
"92","20240708150253NAL0014292961001","2023-01-01","2023-12-31","NORDON INC 401(K) PROFIT SHARING PLAN & TRUST","1989-01-01","2E2F2G2J2K2T3D","NORDON INC","NY",161013450,333510,124,131,5300,5446,822,860,69861,121162,4064435,4033524,"Metalworking machinery manufacturing"
"93","20240708155605NAL0012592049001","2023-01-01","2023-12-31","WATCO COMPANIES, L.L.C. 401(K) PLAN","1986-10-01","2E2F2G2J2K3D3H2T","WATCO COMPANIES, L.L.C.","KS",481199475,482110,3271,3330,481049,512629,221232,234289,6250423,6995238,128084772,156742133,"Rail transportation"
"94","20240709074507NAL0026742594001","2023-01-01","2023-12-31","PHOENIX CLOSURES WEST 401(K) PLAN","2000-07-01","2E2F2G2J2K2S2T3D3H","PHOENIX CLOSURES, INC.","IL",362583573,326100,317,320,1467,13,733,1,281341,428271,6806964,8051991,"Plastics product manufacturing"
"95","20240710132952NAL0008626787001","2023-01-01","2023-12-31","BITSIGHT TECHNOLOGIES RETIREMENT TRUST","2013-08-01","2G2F2J2K2T2E3D","BITSIGHT TECHNOLOGIES, INC.","MA",452256150,541600,471,514,178915,172520,18626,69053,94412,209158,24439594,36174433,"Management, scientific, and technical consulting services"
"96","20240708125323NAL0007263075001","2023-01-01","2023-12-31","HENRY SCHEIN, INC. 401(K) SAVINGS PLAN","1970-01-01","2J2F2K2T3F3H3I2H2E","HENRY SCHEIN, INC.","NY",113136595,423990,10114,10088,3629,3445,30872673,31189938,17578320,18990967,1245209383,1428794826,"Other miscellaneous durable goods merchant wholesalers"
"97","20240627093616NAL0020845442001","2023-01-01","2023-12-31","COMRESOURCE, INC. 401(K) PROFIT SHARING PLAN","1998-01-01","2E2F2G2J2K3D","COMRESOURCE, INC.","OH",311424933,541512,174,159,31961,34059,15742,14607,302722,247248,16754831,20376714,"Computer systems design services"
"98","20240709051400NAL0007694035001","2023-01-01","2023-12-31","SK LIFE SCIENCE, INC. 401(K) PROFIT SHARING PLAN & TRUST","2000-01-01","2E2F2G2J2K2T3D","SK LIFE SCIENCE, INC.","NJ",223007257,325410,312,317,97714,107651,45556,54879,179228,410273,30099033,40123291,"Pharmaceutical and medicine manufacturing"
"99","20240710085131NAL0008453763001","2023-01-01","2023-12-31","SUPERIOR TUBE COMPANY, INC. UNION 401(K) PLAN","2012-12-01","2E2F2G2J2K2T3D","SUPERIOR TUBE COMPANY, INC.","PA",861118863,331200,120,127,19281,17776,11727,11555,134031,145437,6088927,7728100,"Steel product manufacturing from purchased steel"
"100","20240710085501NAL0009416147001","2023-01-01","2023-12-31","THE AMETEK RETIREMENT AND SAVINGS PLAN","1984-10-01","2A2E2F2G2J2K2S2T3H","AMETEK, INC.","PA",141682544,339900,12050,12370,1023485,1150857,619703,697622,14490889,16174539,1534863261,1795412876,"Other miscellaneous manufacturing"
"101","20240709135932NAL0007930643001","2023-01-01","2023-12-31","NEWSTEAD/KREHER FARMS 401(K) PLAN","1995-01-01","2E2F2G2J2K2T3D3H","NEWSTEAD FARMS, INC.","NY",161350390,112300,283,295,551,139,734111,306230,180557,255555,12088396,14311756,"Poultry and egg production"
"102","20240627145104NAL0006758179001","2023-01-01","2023-12-31","THE MASTEC, INC. 401(K) RETIREMENT PLAN","1984-12-01","2E2F2G2J2K2T3D3H","MASTEC, INC.","FL",650829355,237100,13201,13879,695687,756017,7962405,8596782,12033237,15266162,457246623,591619444,"Utility system construction"
"103","20240710125823NAL0022855056001","2023-01-01","2023-12-31","KIMCO REALTY CORPORATION 401(K) PLAN","1984-03-31","2A2E2F2G2J2K2T3D","KIMCO REALTY CORPORATION","NY",132744380,531120,860,953,159628,190094,101187,112226,1250091,1481417,173363759,206133910,"Lessors of nonresidential buildings (except miniwarehouses)"
"104","20240426174513NAL0018592529001","2023-01-01","2023-12-31","ORACLE CORPORATION 401(K) SAVINGS AND INVESTMENT PLAN","1986-01-01","2E2F2G2J2K2R2T","ORACLE CORPORATION","CA",542185193,541512,105018,101428,20784496,22043868,5771875,5000615,95131998,95878097,21851716605,26320437734,"Computer systems design services"
"105","20240627052319NAL0013872256001","2023-01-01","2023-12-31","MISSOURI HIGHLANDS HEALTH CARE 401(K) PLAN","2007-01-01","2E2F2G2J2K2T3D","BIG SPRINGS MEDICAL ASSOCIATION,","MO",431068291,621112,188,211,26877,30647,14264,16572,173202,199976,3588122,5333190,"Offices of physicians, mental health specialists"
"106","20240628125340NAL0000407763001","2023-01-01","2023-12-31","APTARGROUP, INC. PROFIT SHARING AND SAVINGS PLAN","1993-04-22","2G2J2K2E3F3H2T","APTARGROUP, INC.","IL",363853103,326100,3012,2956,117709,128638,2144633,2838378,3890662,4310284,238399729,285801109,"Plastics product manufacturing"
"107","20240628125538NAL0000409795001","2023-01-01","2023-12-31","PACKAGING CORPORATION OF AMERICA THRIFT PLAN FOR HOURLY EMPLOYEES","2000-02-01","2A2F2G2J2K2O2R2S2T3F3H","PACKAGING CORPORATION OF AMERICA","IL",364277050,322100,13476,13541,984441,994984,1054991,1306395,32820825,36261804,975957713,1145386459,"Pulp, paper, and paperboard mills"
"108","20240628125850NAL0001156498001","2023-01-01","2023-12-31","PACKAGING CORPORATION OF AMERICA RETIREMENT SAVINGS PLAN FOR SALARIED EMPLOYEES","2000-02-01","2A2F2G2J2K2O2R2S2T3F3H","PACKAGING CORPORATION OF AMERICA","IL",364277050,322100,5601,5562,1347044,1434721,1260612,2060373,13443924,13627196,1181544962,1376448145,"Pulp, paper, and paperboard mills"
"109","20240709111413NAL0007818659001","2023-01-01","2023-12-31","PASSAVANT MEMORIAL HOMES 401(K) PLAN","1998-08-01","2E2F2G2J2K2T3D3H","PASSAVANT MEMORIAL HOMES, INC.","PA",251021794,623000,152,147,24573,26738,12662,11613,52735,94771,8264229,8891277,"Nursing and residential care facilities"
"110","20240716091705NAL0004877538001","2023-01-01","2023-12-31","CAROLINA FAMILY HEALTH CENTERS, INC. 401K PLAN","2014-01-01","2E2K2F2J2G3D3F2T2S","CAROLINA FAMILY HEALTH CENTERS, INC.","NC",582079819,622000,259,263,79500,24966,37919,14957,90906,109154,9028138,11426783,"Hospitals"
"111","20240716111033NAL0002442721001","2023-01-01","2023-12-31","CALIFORNIA CREDIT UNION 401(K) PLAN","1999-01-01","2E2F2G2J2K2R2S2T3D3H","CALIFORNIA CREDIT UNION","CA",950951410,522130,755,719,119222,1135,85391,713,1594746,1841844,84245957,98568011,"Credit unions"
"112","20240717072749NAL0006264880001","2023-01-01","2023-12-31","CONSUMER CELLULAR INC 401(K) PROFIT SHARING PLAN & TRUST","1999-06-01","2A2E2G2J2K3D","CONSUMER CELLULAR INC","AZ",931178435,541990,1697,1676,591,117,524,32,129162,123067,35771300,44977720,"All other professional, scientific, and technical services"
"113","20240717134737NAL0004453985001","2023-01-01","2023-12-31","GOSHEN HEALTH 401(K) RETIREMENT SAVINGS PLAN","1969-07-01","2E2F2G2J2K2T3D3H","GOSHEN HEALTH","IN",351974765,622000,2469,2455,389612,429874,187980,398954,2230696,2614027,207567240,244602742,"Hospitals"
"114","20240716104430NAL0004176240001","2023-01-01","2023-12-31","DAVITA RETIREMENT SAVINGS PLAN","1994-10-01","2E2F2G2J2K2S2T3H","DAVITA INC.","CO",510354549,621492,74185,74656,9870655,10501588,71158089,75590526,99375254,108620473,2752386790,3326219779,"Kidney dialysis centers"
"115","20240712162928NAL0010222003001","2023-01-01","2023-12-31","EQUITY RESIDENTIAL ADVANTAGE RETIREMENT SAVINGS PLAN","1995-01-01","2E2F2G2J2K2S2T3F3H","EQUITY RESIDENTIAL","IL",133675988,531110,3551,3482,5279,4888,500048,625596,4167700,4861635,255936079,294473036,"Lessors of residential buildings and dwellings"
"116","20240715111639NAL0003310850001","2023-01-01","2023-12-31","NEO PHILANTHROPY, INC. 401(K) PLAN","2005-07-16","2E2F2G2J2K3D","NEO PHILANTHROPY, INC.","NY",133191113,813000,338,414,36410,47825,60573,54006,11868,41114,8901064,11736684,"Religious, grantmaking, civic, professional, and similar organizations"
"117","20240715121007NAL0001231169001","2023-01-01","2023-12-31","INDEPENDENT FINANCIAL 401(K) PROFIT SHARING PLAN","1994-03-01","2E2F2G2J2K2S2T3D","INDEPENDENT BANK","TX",752694563,522110,1847,1690,456464,473370,701393,898762,9125,641,105300508,118215103,"Commercial banking"
"118","20240715121021NAL0001231505001","2023-01-01","2023-12-31","THE AES CORPORATION RETIREMENT SAVINGS PLAN","1989-04-01","2E2F2G2J2K2O2R2S2T3H","THE AES CORPORATION","VA",541163725,221100,2978,3506,710959,789480,1805466,1742881,4731136,6048768,524061863,627150629,"Electric power generation, transmission and distribution"
"119","20240715151404NAL0002753712001","2023-01-01","2023-12-31","MICRON TECHNOLOGY INC. RETIREMENT AT MICRON (RAM) PLAN","1987-09-11","2E2F2G2J2K2R2S2T3F","MICRON TECHNOLOGY, INC.","ID",751618004,334410,15067,14211,254776,322795,224561,199357,18428162,18112116,2812369388,3248376347,"Semiconductor and other electronic component manufacturing"
"120","20240712052349NAL0009830707001","2023-01-01","2023-12-31","ALLEN COMMUNICATION LEARNING SERVICES, INC. 401(K) PLAN","2000-01-01","2E2F2G2J2K2T3D","ALLEN COMMUNICATION LEARNING SER","UT",541936766,541511,116,106,20977,22663,4747,4966,1289,4058,4756532,5683151,"Custom computer programming services"
"121","20240715081021NAL0000684787001","2023-01-01","2023-12-31","DEL ELECTRIC 401(K) PLAN","1996-01-01","2E2F2G2J2K3D2T2S","DOUGLAS ELECTRIC & LIGHTING, INC.","MD",521821613,238210,126,118,76,16876,799,5828,98163,121976,6335746,7810605,"Electrical and wiring contractors"
"122","20240712131325NAL0037871666001","2023-01-01","2023-12-31","FLOCK FREIGHT, INC. RETIREMENT TRUST","2016-02-01","2E2J2K2F2G3D","FLOCK FREIGHT INC.","CA",473286981,541600,505,481,12542,5354,392928,56070,53120,11829,7671972,13495961,"Management, scientific, and technical consulting services"
"123","20240716150109NAL0006859794001","2023-01-01","2023-12-31","BYER STEEL GROUP 401(K) PLAN","1989-01-01","2E2F2G2J2K2T3D","BYER STEEL GROUP","OH",273576009,423930,107,113,9601,13225,198274,217753,113838,84055,3556206,4374448,"Recyclable material merchant wholesalers"
"124","20240716141443NAL0002730833001","2023-01-01","2023-12-31","AGILE PURSUITS, INC. 401(K) PLAN","2009-01-01","2E3D2G2J2K2F2T","AGILE PURSUITS, INC.","OH",383760479,541990,186,176,7,1575,6,3283,6957,37066,4324996,5723683,"All other professional, scientific, and technical services"
"125","20240716114307NAL0001710931001","2023-01-01","2023-12-31","CALISTA 401(K) RETIREMENT PLAN","1991-05-01","2E2F2G2J2K2S2T3D3H","CALISTA CORPORATION","AK",920042507,813000,2527,2655,10405,9337,344745,174707,2122822,2266909,121617221,151482000,"Religious, grantmaking, civic, professional, and similar organizations"
"126","20240712142321NAL0011360611001","2023-01-01","2023-12-31","DELUXE 401(K) PLAN","2021-01-01","2E2F2G2J2K2S2T3D","DELUXE MEDIA INC.","CA",363736243,512100,1483,1392,305763,270555,139179,101232,1099807,1429619,73543159,96930315,"Motion picture and video industries"
"127","20240712142423NAL0027066160001","2023-01-01","2023-12-31","SAVINGS INCENTIVE AND PROFIT SHARING PLAN FOR EMPLOYEES OF THE HOBBY LOBBY GROUP","1989-10-01","2F2G2J2K2T3H2E3D","HOBBY LOBBY STORES, INC.","OK",731032203,451120,15131,13465,683280,717882,386895,387946,10533014,12680690,406322015,487082822,"Hobby, toy, and game stores"
"128","20240712111824NAL0037596306001","2023-01-01","2023-12-31","DETROIT TOOL & ENGINEERING 401(K) RETIREMENT PLAN","2004-08-01","2E2F2G2J2K2S2T3D","RCD LLC","MO",813695346,339900,143,128,17346,24661,96437,97193,74908,84351,14750229,15242473,"Other miscellaneous manufacturing"
"129","20240715121235NAL0002540482001","2023-01-01","2023-12-31","ENERGY SERVICES OF AMERICA STAFF 401K RETIREMENT SAVINGS PLAN","1992-01-01","2E2F2G2J2K2T3D3H","ENERGY SERVICES OF AMERICA CORPORATION, INC.","WV",204606266,238900,224,270,55795,11151,38934,7517,139673,163752,10648724,16065013,"Other specialty trade contractors"
"130","20240716150421NAL0005496160001","2023-01-01","2023-12-31","THE CACI SMART PLAN","1985-09-01","2E2F2G2J2K2R2T3H","CACI INTERNATIONAL, INC.","VA",541345888,541519,22474,23974,7428000,10638000,1104000,2547000,22433000,25712000,2430501000,2929626000,"Other computer related services"
"131","20240716083417NAL0002840081001","2023-01-01","2023-12-31","DAXKO, LLC 401(K) RETIREMENT PLAN","2000-05-01","2E2F2G2J2K2T3D","DAXKO, LLC","AL",631262193,541519,808,770,136902,160855,54422,61332,13517,11901,26774891,34812386,"Other computer related services"
"132","20240717052013NAL0002153299001","2023-01-01","2023-12-31","DANIEL F. YOUNG 401(K) PLAN","2010-01-01","2E2F2G2J2K2S2T3D","DANIEL F. YOUNG, INC.","PA",135496410,488510,194,206,26795,32138,8072,9184,245054,285909,10015862,10407870,"Freight transportation arrangement"
"133","20240717053148NAL0008620194001","2023-01-01","2023-12-31","GRASS VALLEY 401K PLAN","2020-01-01","2E2F2G2J2K2S2T3D3H","GRASS VALLEY USA, LLC","CA",273715541,334310,204,182,41015,67152,60167,23690,434151,223192,34650045,35567549,"Audio and video equipment manufacturing"
"134","20240712103128NAL0019668769001","2023-01-01","2023-12-31","AMERICA'S FIRST FEDERAL CREDIT UNION RETIREMENT SAVINGS PLAN","1982-02-01","2E2F2G2J2K2S2T3D","AMERICA'S FIRST FEDERAL CREDIT UNION","AL",630108592,522130,518,516,84199,95861,46756,58512,675264,629093,37899224,44574411,"Credit unions"
"135","20240712053736NAL0017189345001","2023-01-01","2023-12-31","REPUTATION INSTITUTE 401(K) PLAN","2007-09-01","2E2F2G2J2K2T3D","REPUTATION INSTITUTE, INC.","MA",134148634,541600,141,129,23807,18884,11160,9006,38627,63798,6278763,8299493,"Management, scientific, and technical consulting services"
"136","20240513155312NAL0044216720001","2023-01-01","2023-12-31","CENTRAL NATIONAL GOTTESMAN INC. 401(K) PLAN","1989-10-01","2E2F2G2J2K3D2S2T","CENTRAL NATIONAL GOTTESMAN INC.","NY",130425246,525100,1718,1686,258558,199473,1784481,1749836,55468,11633,218207783,251527278,"Insurance and employee benefit funds"
"137","20240712053945NAL0017191329001","2023-01-01","2023-12-31","THE L&R COMPANY RETIREMENT PLAN","1999-01-01","2E2F2G2J2K2T3D3H","LRG MANAGEMENT, LLC","CA",953706215,812930,130,137,15428,18356,1400,1631,80857,59353,3258857,4054971,"Parking lots and garages"
"138","20240715144730NAL0001857841001","2023-01-01","2023-12-31","HAYNSWORTH SINKLER BOYD, P.A. 401(K) PLAN","1969-04-28","2E2F2G2J2K2R2S2T3D","HAYNSWORTH SINKLER BOYD, P.A.","SC",571111443,541110,265,263,81023,82487,2031087,2076751,331408,322187,116377351,128999962,"Offices of lawyers"
"139","20240716151832NAL0002833505001","2023-01-01","2023-12-31","MSC INDUSTRIAL DIRECT 401(K) PLAN","1989-01-01","2E2F2G2J2K2T3D3H","MSC INDUSTRIAL DIRECT CO., INC.","NY",113289165,332210,5195,5403,6392,638,476824,371267,9913226,10323353,539797373,639287962,"Cutlery and handtool manufacturing"
"140","20240716133854NAL0005246928001","2023-01-01","2023-12-31","TRANSPORTATION AND LOGISTICS 401(K) PLAN","2003-01-01","2E2F2G2J2K2T3D","MARTIN TRANSPORTATION SYSTEMS, INC","MI",382842208,484120,571,527,39511,37340,12685,12538,507966,702632,18708681,22394665,"General freight trucking, long-distance"
"141","20240716095924NAL0004092896001","2023-01-01","2023-12-31","SIMPLOT RETIREMENT SAVINGS PLAN","1975-09-01","2E2F2G2J2K2S2T2R3F3H","J.R. SIMPLOT COMPANY","ID",820196611,325300,12304,11958,1779839,1975494,1958593,2136957,16918938,20143615,1118817578,1387440309,"Pesticide, fertilizer, and other agricultural chemical manufacturing"
"142","20240716122046NAL0002538081001","2023-01-01","2023-12-31","ULTRAFAB, INC. EMPLOYEES' RETIREMENT PLAN","1988-06-01","2E2F2G2J2K2T3D","ULTRAFAB, INC.","NY",160984733,325200,304,315,18302,19294,103624,103583,298026,360295,18973118,21932998,"Resin, synthetic rubber, and artificial and synthetic fibers and filaments manufacturing"
"143","20240717053254NAL0002316723001","2023-01-01","2023-12-31","D & W FINE PACK LLC 401K PLAN","2011-01-01","2E2F2G2J2K2S2T3D","D & W FINE PACK LLC","IL",264627550,326100,1582,1556,97494,107609,33490,38437,1131917,1394565,41181038,48062747,"Plastics product manufacturing"
"144","20240717053400NAL0004058257001","2023-01-01","2023-12-31","INTEGRA PARTNERS 401K PLAN","2013-01-01","2E2F2G2J2K2T3D3H","INTEGRA PARTNERS","MI",421685996,524290,199,205,34309,32498,10362,8396,65468,111107,3792942,6052529,"Other insurance related activities"
"145","20240717090659NAL0002379907001","2023-01-01","2023-12-31","THE BANK OF AMERICA 401(K) PLAN","1983-01-01","2E2F2G2J2K2O2S2T3H3J","BANK OF AMERICA CORPORATION","NC",560906609,551111,259965,252082,26449726,29371266,482355104,508901911,654181465,723411696,47134026012,54848846192,"Offices of bank holding companies"
"146","20240715115544NAL0000706515001","2023-01-01","2023-12-31","LUCIDWORKS, INC. 401(K) PLAN","2018-08-15","2E2G2J2F2T2K3D","LUCIDWORKS, INC.","CA",260645583,541511,237,243,58491,51609,5240,3685,68566,72066,12590287,17429726,"Custom computer programming services"
"147","20240717091215NAL0004165057001","2023-01-01","2023-12-31","BASIS GLOBAL TECHNOLOGIES, INC. 401(K) SAVINGS PLAN","2005-01-01","2E2F2G2J2K2T3D2R","BASIS GLOBAL TECHNOLOGIES, INC.","IL",364476242,541800,1041,1031,300691,297335,3304566,3330651,212303,565895,60602377,80092732,"Advertising, public relations, and related services"
"148","20240715103259NAL0000668083001","2023-01-01","2023-12-31","CLAYTON BLOCK COMPANY, INC. PROFIT SHARING/401(K) PLAN","1986-01-01","2E2F2G2J2K2T3H3D2R","CLAYTON BLOCK COMPANY, INC.","NJ",210736808,327300,327,322,27714,32330,1047597,1083389,877428,871561,55939515,66445658,"Cement and concrete product manufacturing"
"149","20240712101705NAL0035578562001","2023-01-01","2023-12-31","TRADITION AMERICA HOLDINGS, INC. 401(K) PLAN","1990-01-01","2E2F2G2J2K2T3D","TRADITION AMERICA HOLDINGS, INC.","NY",463751863,523140,542,565,197675,937,74898,699,1206672,1439098,156698897,179374450,"Commodity contracts brokerage"
"150","20240712115601NAL0011238611001","2023-01-01","2023-12-31","DONALDSON COMPANY, INC. RETIREMENT SAVINGS AND EMPLOYEE STOCK OWNERSHIP PLAN","1955-12-27","2J2K2O2R2S2T","DONALDSON COMPANY, INC.","MN",410222640,333900,5498,5572,602040,728667,8718265,9369528,3990791,4062282,655987590,745193402,"Other general purpose machinery manufacturing"
